File,filename,X,Y,Color,Admiration,Adoration,Aesthetic_Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Confusion,Contemplation,Contempt,Contentment,Craving,Desire,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic_Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Shame,Sympathy,Tiredness,Triumph
https://mturkrecord.s3.amazonaws.com/targpros/0123.mp3,0123.mp3,218,540,#8D9896,,,,0.138,,0.106,,,,,,,,,,,,,,,0.154,,,,,,,0.115,0.165,,,,0.135,,,0.17,,,,,0.235,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0124.mp3,0124.mp3,565,405,#36F443,,,,0.13,,,,,,,,,,,,,,,,,0.104,,,,,,,0.232,,,,,0.166,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0125.mp3,0125.mp3,158,530,#7156B0,,,,,,0.197,,,,,,,,,,,,,,,0.2,,,,,,,,0.303,,,,,,,0.114,,,,,0.174,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0126.mp3,0126.mp3,140,538,#614AB4,,,,,,0.243,,,,,,,,,,,,,,,0.272,,,,,,,,0.462,,0.187,,,,,0.13,,,,,0.201,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0127.mp3,0127.mp3,237,536,#845FBD,,,,,0.104,0.143,,,,,,,,,,,,,,,0.161,,,,,,,0.122,0.17,,,,,,,,,,,,0.122,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0128.mp3,0128.mp3,576,363,#7D7372,,,,,,,,,,0.14,,,,,,,,0.114,,,,,,,,,,0.169,,,,,0.12,,,,,0.129,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0129.mp3,0129.mp3,434,554,#BA6287,,,,,,,,,,,,0.163,,,,,,,,,,0.154,,,,,,0.145,,,,,,,,,,0.126,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0130.mp3,0130.mp3,568,379,#579E4C,,,,,,,,,,,,,,,,,,0.109,,,,,,,,,,0.202,,,,,0.134,,,,,0.137,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0131.mp3,0131.mp3,656,387,#9FA1B5,,,,0.23,,,,,,0.13,,,,,,,,,,,,,,,,,,0.132,,,,,0.233,,,,,0.105,,,,0.125,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0132.mp3,0132.mp3,173,594,#7B59BC,,,,,,0.14,,,,,,,,,,,,,,,0.193,,,,,,,,0.265,,,,,,,0.21,,,,,0.359,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0133.mp3,0133.mp3,178,600,#7F5BBC,,,,,,0.136,,,,,,,,,,,,,,,0.182,,,,,,,,0.236,,,,,,,0.228,,,,,0.367,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0134.mp3,0134.mp3,584,447,#39F342,,,,0.153,,,,,,,,,,,,,,0.106,,,0.109,,,,,,,0.263,,,,0.111,0.17,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0135.mp3,0135.mp3,534,214,#506DAB,,,,,,,,,,0.245,0.119,,,,,,,0.153,,,,,,,,,,,,,,0.137,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0136.mp3,0136.mp3,491,176,#6D827F,,,,,0.147,,,,,0.209,0.142,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0137.mp3,0137.mp3,227,552,#9D7CB9,,,,,,0.14,,,,,,,,,,,,,,,0.154,,,,,,,,0.174,,,,,,,0.167,,,,,0.244,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0138.mp3,0138.mp3,149,575,#6B52AE,,,,,,0.217,,,,,,,,,,,,,,,0.226,,,,,,,,0.395,,0.124,,,,,0.231,,,,,0.345,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0139.mp3,0139.mp3,296,504,#5974A3,,,,,,0.174,,0.145,,0.164,0.11,,,,,,,0.112,,,0.11,0.159,,,,,,,0.184,,,,,,,,,,,,,,,,0.104,
https://mturkrecord.s3.amazonaws.com/targpros/0140.mp3,0140.mp3,623,446,#71CD38,,,,0.11,,,,,,0.117,,,,,,,,0.141,,,,,,,,,,0.255,,,,0.176,0.132,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0141.mp3,0141.mp3,693,250,#74428C,,,,,,,,,,0.278,0.118,,,,,,0.147,0.118,,,,,,,,,,,,,,0.103,,,,,,,,,,,,,0.124,
https://mturkrecord.s3.amazonaws.com/targpros/0142.mp3,0142.mp3,187,603,#4E47CB,,,,,,0.143,,,,,,,,,,,,,,,0.194,,,,,,,,0.198,,,,,,,0.251,,,,,0.35,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0143.mp3,0143.mp3,635,527,#4AF059,,,,0.201,,,,,,,,,,,,,,,,,,,,,,,,0.273,,,,0.11,0.249,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0144.mp3,0144.mp3,171,625.8,#6E51BA,,,,,,0.164,,,,,,,,,,,,,,,0.21,,,,,,,,0.257,,,,,,,0.279,,,,,0.452,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0145.mp3,0145.mp3,583,439,#47F057,,,,0.162,,,,,,,,,,,,,,,,,,,,,,,,0.228,,,,0.114,0.194,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0146.mp3,0146.mp3,286,119,#FE4514,,,,,0.466,,,,,,0.108,,,,,,,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0147.mp3,0147.mp3,336,104,#CE4C31,,,,,0.343,,,,,0.13,0.155,,,0.118,,,,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0148.mp3,0148.mp3,154,562,#7458A9,,,,,,0.198,,,,,,,,,,,,,,,0.198,,,,,,,,0.363,,0.114,,,,,0.181,,,,,0.282,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0149.mp3,0149.mp3,498,228,#96988F,,,,,,,,,,0.194,0.152,,,,,,,0.21,,,,,,,,,,0.141,,,,0.181,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0150.mp3,0150.mp3,616,451,#6DCA36,,,,,,,,,,0.115,,,,,,,,0.147,,,,,,,,,,0.268,,,,0.174,0.111,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0151.mp3,0151.mp3,187,600,#9779B5,,,,,,0.154,,,,,,,,,,,,,,,0.157,,,,,,,,0.215,,,,,,,0.211,,,,,0.354,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0152.mp3,0152.mp3,633,613,#71E67A,,,,0.392,,,,,,,,,,,,,,,,,,,,,,,,0.167,,,,,0.389,,,,,,,,,0.103,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0153.mp3,0153.mp3,377,125,#CF7530,,,,,0.226,,,,,0.118,0.133,,,,,,,0.266,,,,,,,,,,,,,,,,,,,,0.118,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0154.mp3,0154.mp3,174,606,#7A59BA,,,,,,0.147,,,,,,,,,,,,,,,0.192,,,,,,,,0.252,,,,,,,0.24,,,,,0.41,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0155.mp3,0155.mp3,651,390,#A19ABB,,,,0.189,,,,,,0.13,,,,,,,,0.124,,,,,,,,,,0.163,,,,,0.208,,,,,0.108,,,,0.12,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0156.mp3,0156.mp3,548,286,#536AA8,,,,,,,,,,0.197,,0.135,,,,,,0.144,,,,0.148,,,,,,,,,,0.11,,,,,,0.111,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0157.mp3,0157.mp3,558,122,#534BB9,,,,,,,,,,0.245,0.124,,,,,,,0.156,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,0.109,
https://mturkrecord.s3.amazonaws.com/targpros/0158.mp3,0158.mp3,443,319,#D8B85C,,,,,0.116,,,,,,,,,,,,,0.158,,,,,,,,,,,,,,,,,,,,0.131,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0159.mp3,0159.mp3,598,246,#644AAB,,,,,,,,,,0.204,0.103,,,,,,,0.116,,,,,,,,,,,,,,,,,,,,0.119,,,0.105,,,,0.121,
https://mturkrecord.s3.amazonaws.com/targpros/0160.mp3,0160.mp3,215,605,#AB84CC,,,,,,0.112,,,,0.123,,,,,,,,,,,0.141,,,,,,,,0.17,,,,,,,0.178,,,,,0.338,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0161.mp3,0161.mp3,440,319,#AE9B8F,,,,,,,,,,0.123,,,,,,,,0.167,,,,,,,,,,0.104,,,,,,,,,,0.14,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0162.mp3,0162.mp3,235,159,#FE2F13,,,,,0.568,,,,,,,,,,,,,0.195,,,0.124,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0163.mp3,0163.mp3,363,185,#FD602C,,,,,0.241,,,,,,,,,,,,,0.179,,,0.103,,,,,,,0.115,,,,,,,,,,0.119,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0164.mp3,0164.mp3,581,232,#616CB1,,,,,,,,,,0.166,0.101,,,,,,,0.151,,,,,,,,,,,,,,,,,,,,0.109,,,0.13,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0165.mp3,0165.mp3,343,156,#FE5A22,,,,,0.303,,,,,,,,,,,,,0.214,,,,,,,,,,0.124,,,,,,,,,,0.108,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0166.mp3,0166.mp3,333,143,#FE5118,,,,,0.394,,,,,,,,,,,,,0.245,,,0.105,,,,,,,,,,,,,,,,,0.106,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0167.mp3,0167.mp3,437,574,#BC6189,,,,,,,,,,0.127,,0.213,,,,,,0.126,,,,0.209,,,,,,,,,,,,,,,,0.143,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0168.mp3,0168.mp3,593,222,#527181,,,,,,,,,,0.155,0.123,,,,,,,0.124,,,,0.104,,,,,,,,,,,,,,,,0.119,,,0.113,,,,0.116,
https://mturkrecord.s3.amazonaws.com/targpros/0169.mp3,0169.mp3,632,580,#6BE76F,,,,0.347,,,,,,0.105,,,,,,,,,,,,,,,,,,0.198,,,,0.125,0.308,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0170.mp3,0170.mp3,636,578,#5FE964,,,,0.316,,,,,,,,,,,,,,,,,,,,,,,,0.243,,,,0.127,0.294,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0171.mp3,0171.mp3,243,150,#FE3312,,,,,0.539,,,,,,,,,,,,,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0172.mp3,0172.mp3,130,547,#333DA9,,,,,,0.153,,,,,,,,,,,,,,,0.207,,,,,,,,0.524,,0.328,,,,,0.237,,,,,0.276,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0173.mp3,0173.mp3,300,506,#5B777A,,,,,,0.13,,0.113,,0.176,0.102,,,,,,,,,,,0.148,,,,,,,0.143,,,,,,,,,,,,0.117,,,,0.14,
https://mturkrecord.s3.amazonaws.com/targpros/0174.mp3,0174.mp3,638,629.5,#72E575,,,,0.522,,,,,,,,,,,,,,,,,,,,,,,,0.188,,,,,0.462,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0175.mp3,0175.mp3,677,203,#916222,,,,,,0.142,,,,0.107,,,,,,,,,0.106,,0.165,,,,,,,,0.178,,,,,,,0.102,,,,,0.156,,,,0.357,
https://mturkrecord.s3.amazonaws.com/targpros/0176.mp3,0176.mp3,510,212,#7488A2,,,,,,,,,,0.238,0.144,,,,,,,0.203,,,,,,,,,,,,,,0.134,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0177.mp3,0177.mp3,643,629.8,#69E76F,,,,0.528,,,,,,,,,,,,,,,,,,,0.111,,,,,0.257,,,,,0.516,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0178.mp3,0178.mp3,662,185,#96641F,,,,,,,,,0.168,0.124,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,,,0.106,,,,,,0.399,
https://mturkrecord.s3.amazonaws.com/targpros/0179.mp3,0179.mp3,504,202,#7D8C9B,,,,,,,,,,0.232,0.177,,,,,,,0.21,,,,,,,,,,,,,,0.149,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0180.mp3,0180.mp3,633,436,#4BF05B,,,,0.164,,,,,,0.117,,,,,,,,0.144,,,,,,,,,,0.219,,,,0.145,0.194,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0181.mp3,0181.mp3,235,146,#FE3413,,,,,0.548,,,,,,,,,0.102,,,,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0182.mp3,0182.mp3,448,158,#BE7141,,,,,0.233,,,,,0.142,0.16,,,,,,,0.267,,,,,,,,,,,,,,0.108,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0183.mp3,0183.mp3,218,573,#534AC0,,,,,,0.167,,0.101,,,,,,,,,,,,,0.18,,,,,,,,0.228,,,,,,,0.276,,,,,0.214,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0184.mp3,0184.mp3,140,551,#5B50AB,,,,,,0.231,,,,,,,,,,,,,,,0.219,,,,,,,,0.499,0.102,0.176,,,,,0.214,,,,,0.245,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0185.mp3,0185.mp3,296,487,#A46C8C,,,,,,0.183,,0.152,,,,0.188,,,,,,,,,0.111,0.225,,,,,,,0.189,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0186.mp3,0186.mp3,455,238,#99E025,,,,,0.111,,,,,0.105,,,,,,,,0.179,,,,,,,,,,0.203,,,,0.14,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0187.mp3,0187.mp3,683,208,#9D3B4C,,,,,,0.139,,,,,,,,,,,0.2,,,,0.184,,,,,,,,0.284,,0.134,,,,,0.186,,,,,0.105,,,,0.291,
https://mturkrecord.s3.amazonaws.com/targpros/0188.mp3,0188.mp3,440,589,#AD6F84,,,,0.102,,,,0.105,,,,0.345,,,,,,0.137,,,,0.216,,,,,,0.207,,,,0.154,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0189.mp3,0189.mp3,683,208,#A64E3E,,,,,,0.232,,,,,,,,,,,0.235,,,,0.215,,,,,,,,0.205,,,,,,,0.123,,,,,,,,,0.332,
https://mturkrecord.s3.amazonaws.com/targpros/0190.mp3,0190.mp3,631,436,#77E03E,,,,0.168,,,,,,0.123,,,,,,,,0.128,,,,,,,,,,0.213,,,,0.156,0.191,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0191.mp3,0191.mp3,485,337,#5F6B9F,,,,,,,,,,0.142,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,0.103,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0192.mp3,0192.mp3,301,492,#9E7A88,,,,,,0.156,,0.189,,0.113,,0.157,,,,,,,,,,0.253,,,,,,,0.143,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0193.mp3,0193.mp3,250,554,#9879B4,,,,,0.116,0.149,,,,,,,,,,,,0.126,,,0.154,,,,,,,,0.182,,,,,,,0.111,,,,,0.121,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0194.mp3,0194.mp3,410,248,#CD762B,,,,,0.16,0.148,,,,,,,,,,,,0.171,,,0.112,,,,,,,0.123,0.142,,,0.101,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0195.mp3,0195.mp3,289,509,#83845B,,,,,,0.128,,0.122,,0.108,,0.108,,,,,,,,,0.108,0.147,,,,,,,0.194,,,,,,,0.131,,,,,0.151,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0196.mp3,0196.mp3,631,450,#3AF349,,,,0.151,,,,,,,,,,,,,,0.142,,,,,,,,,,0.272,,,,0.138,0.195,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0197.mp3,0197.mp3,412,269,#60B35C,,,,,0.121,0.139,,,,,,,,,,,,0.142,,,0.12,,,,,,,0.18,0.135,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0198.mp3,0198.mp3,401,239,#DE571D,,,,,0.226,0.142,,,,,,,,,,,,0.175,,,0.121,,,,,,,,0.151,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0199.mp3,0199.mp3,457,166,#B4764B,,,,,0.205,,,,,0.154,0.147,,,,,,,0.259,,,,,,,,,,,,,,0.107,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0200.mp3,0200.mp3,184,611,#9E7DBD,,,,,,0.125,,,,,,,,,,,,,,,0.168,,,,,,,,0.226,,,,,,,0.237,,,,,0.402,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0201.mp3,0201.mp3,511,211,#7388A0,,,,,,,,,,0.219,0.137,,,,,,,0.194,,,,,,,,,,,,,,0.124,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0202.mp3,0202.mp3,292,520,#4D6EAF,,,,,,0.134,,,,0.148,,,,,,,,0.121,,,0.106,0.113,,,,,,,0.166,,,,,,,,,,,,0.14,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0203.mp3,0203.mp3,581,111,#416BA7,,,,,,,,,,0.348,0.169,,,,,,,0.185,,,,,,,,,,,,,,,,,,,,0.129,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0204.mp3,0204.mp3,625,604,#97B8A2,,,,0.373,,,,,,0.103,,,,,,,,,,,,,,,,,,0.133,,,,,0.325,,,,,,,,,0.117,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0205.mp3,0205.mp3,232,519,#3B37DD,,,,,0.132,,,,,,,,,,,,,,,,0.178,,,,,,,,0.113,,,,,,,0.233,,0.101,,,0.105,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0206.mp3,0206.mp3,215,605,#A47B77,,,,,,0.127,,,,0.117,,,,,,,,,,,0.148,,,,,,,,0.189,,,,,,,0.22,,,,,0.351,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0207.mp3,0207.mp3,306,492,#B46D7D,,,,,,0.138,,0.184,,0.134,0.108,0.246,0.117,,,,,,,,,0.275,,,,,,,0.108,,,,,,,,,,,,,,,,0.104,
https://mturkrecord.s3.amazonaws.com/targpros/0208.mp3,0208.mp3,226,518,#654DF6,,,,,0.102,0.112,,,,,,,,,,,,,,,0.177,,,,,,,,0.129,,,,,,,0.285,,,,,0.192,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0209.mp3,0209.mp3,432,582,#BD638C,,,,,,,,,,0.121,,0.246,,,,,,0.109,,,,0.253,,,,,,,,,,0.108,,,,,,0.107,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0210.mp3,0210.mp3,547,116,#59768B,,,,,,,,,,0.212,0.13,,,,,,,0.166,,,,,,,,,,,,,,,,,,,,0.136,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0211.mp3,0211.mp3,588,124,#3A51BD,,,,,,,,,0.131,0.345,0.151,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,0.119,,,,,,,0.106,
https://mturkrecord.s3.amazonaws.com/targpros/0212.mp3,0212.mp3,420,600,#BF6390,,,,,,,,,,,,0.375,,,,,,,,,,0.394,,,,,,,,,,,,,,,,0.114,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0213.mp3,0213.mp3,562,106,#557698,,,,,,,,,,0.273,0.171,,,,,,,0.199,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0214.mp3,0214.mp3,432,565,#BD628C,,,,,,,,,,,,0.209,,,,,,0.106,,,,0.206,,,,,,,,,,,,,,,,0.117,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0215.mp3,0215.mp3,636,210,#70557B,,,,,,,,,,0.192,,,,,,,,,0.102,,,,,,,,,,,,,,,,,,,0.156,0.123,,0.124,,,,0.202,
https://mturkrecord.s3.amazonaws.com/targpros/0216.mp3,0216.mp3,591,128,#3F53B3,,,,,,,,,0.147,0.37,0.136,,,,,,,0.129,,,,,,,,,,,,,,,,,,,,0.113,,,,,,,0.13,
https://mturkrecord.s3.amazonaws.com/targpros/0217.mp3,0217.mp3,374,124,#CD6B32,,,,,0.242,,,,,0.119,0.137,,,,,,,0.247,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0218.mp3,0218.mp3,545,92,#6D65BD,,,,,,,,,,0.21,0.13,,,,,,,0.175,,,,,,,,,,,,,,,,,,,,0.149,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0219.mp3,0219.mp3,295,497,#A7688E,,,,,,0.177,,0.165,,0.101,,0.187,,,,,,,,,0.121,0.194,,,,,,,0.168,,,,,,,0.107,,,,,0.116,,,,0.106,
https://mturkrecord.s3.amazonaws.com/targpros/0220.mp3,0220.mp3,588,177,#537489,,,,,,,,0.161,0.159,0.246,0.122,0.127,0.114,,,,,,,,,0.185,,,,,,,,,,,,,,,,0.135,,,,,,,0.132,
https://mturkrecord.s3.amazonaws.com/targpros/0221.mp3,0221.mp3,308,491,#A96C8E,,,,,,0.154,,0.148,,0.123,,0.186,0.1,,,,,,,,,0.208,,,,,,,0.13,,,,,,,,,0.124,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0222.mp3,0222.mp3,634,583,#68E76E,,,,0.352,,,,,,,,,,,,,,,,,,,,,,,,0.208,,,,0.125,0.337,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0223.mp3,0223.mp3,325,105,#D75E28,,,,,0.325,,,,,0.12,0.145,,,,,,,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0224.mp3,0224.mp3,443,144,#B67649,,,,,0.238,,,,,0.17,0.198,,,0.119,,,,0.309,,,,,,,,,,,,,,,,,,,0.103,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0225.mp3,0225.mp3,138,575,#574B7A,,,,,,0.198,,,,,,,,,,,,,,,0.221,,,,,,,,0.402,,0.165,,,,,0.398,,,,,0.315,,,,0.183,
https://mturkrecord.s3.amazonaws.com/targpros/0226.mp3,0226.mp3,520,190,#50739B,,,,,,,,,0.103,0.295,0.167,,,,,,,0.203,,,,,,,,,,,,,,0.103,,,,,,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0227.mp3,0227.mp3,441,147,#D2712D,,,,,0.271,,,,,0.126,0.147,,,0.127,,,,0.31,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0228.mp3,0228.mp3,380,169,#FD8C2E,,,,,0.183,,,,,0.109,0.111,,,,,,,0.224,,,,,,,,,,,,,,,,,,,,0.122,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0229.mp3,0229.mp3,622,595,#97B4AF,,,,0.287,,,,,,0.13,,,,,,,,,,,,,,,,,,0.173,,,,,0.316,,,,,,,,,0.114,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0230.mp3,0230.mp3,445,573,#7A63B9,,,,,,,,,,0.185,,0.169,,,,,,0.131,,,,0.187,,,,,,,,,,0.104,,,,,,0.132,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0231.mp3,0231.mp3,581,114,#3E4CCA,,,,,,,,,0.102,0.333,0.145,,,,,,,0.175,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0232.mp3,0232.mp3,338,149,#FE511D,,,,,0.364,,,,,,,,,,,,,0.226,,,,,,,,,,0.115,,,,,,,,,,0.108,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0233.mp3,0233.mp3,442,320,#B4AE68,,,,,0.12,,,,,0.109,,,,,,,,0.175,,,,,,,,,,0.103,,,,,,,,,,0.15,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0234.mp3,0234.mp3,165,627.3,#5A40D4,,,,,,0.135,,,,,,,,,,,,,,,0.252,,,,,,,,0.235,,,,,,,0.333,,,,,0.459,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0235.mp3,0235.mp3,172,515,#7D5DB0,,,,,0.138,0.17,,,,,,,,,,,,0.114,,,0.175,,,,,,,,0.271,,,,,,,,,0.106,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0236.mp3,0236.mp3,224,598,#7E7066,,,,,,0.133,,,,,,,,,,,,,,,0.158,,,,,,,,0.167,,,,,,,0.2,,0.101,,,0.292,,,,0.122,
https://mturkrecord.s3.amazonaws.com/targpros/0237.mp3,0237.mp3,376,175,#FD8131,,,,,0.192,,,,,,0.104,,,,,,,0.201,,,,,,,,,,,,,,,,,,,,0.141,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0238.mp3,0238.mp3,443,575,#8863B3,,,,,,,,,,0.175,,0.192,,,,,,0.125,,,,0.207,,,,,,,,,,0.11,,,,,,0.116,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0239.mp3,0239.mp3,647,253,#B76041,,,,,,0.109,,,,0.113,,,,,,,,,,,0.117,,,,,,,,0.249,,0.105,,,,,,,,,,0.101,,,,0.199,
https://mturkrecord.s3.amazonaws.com/targpros/0240.mp3,0240.mp3,429,589,#BB658B,,,,,,,,,,0.118,,0.278,,,,,,0.111,,,,0.307,,,,,,,,,,0.122,,,,,,0.11,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0241.mp3,0241.mp3,546,92,#725FC2,,,,,,,,,,0.223,0.116,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,0.142,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0242.mp3,0242.mp3,561,376,#66A946,,,,0.102,,,,,,,,0.133,,,,,,,,,,0.129,,,,,,0.155,,,,0.108,0.119,,,,,0.114,,,,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0243.mp3,0243.mp3,174,661.1,#6A4CCC,,,,,,0.13,,,,,,,,,,,,,,,0.239,,,,,,,,0.26,,0.102,,,,,0.358,,,,,0.615,,,,,
https://mturkrecord.s3.amazonaws.com/targpros/0244.mp3,0244.mp3,646,243,#7C5A46,,,,,,0.107,,,,0.137,,,,,,,,,0.105,,0.115,,,,,,,,0.187,,,,,,,0.132,,0.134,0.142,,0.168,,,,0.237,
https://mturkrecord.s3.amazonaws.com/targpros/0245.mp3,0245.mp3,304,509,#637B6F,,,,,,0.105,,,,0.155,,,,,,,,,0.11,,0.103,0.145,,,,,,,0.118,0.103,,,,,,,,0.119,,,0.189,,,,0.144,
https://mturkrecord.s3.amazonaws.com/targpros/0246.mp3,0246.mp3,436,189,#FE9122,,,,,0.181,,,,,,0.109,,,,,,,0.242,,,,,,,,,,0.112,,,,,,,,,,,,,,,,,,
